Economy,Year,Ease of Doing Business Rank,Starting a Business - Rank,Starting a Business - Procedures (number),Starting a Business - Time (days),Starting a Business - Cost (% of income per capita),Starting a Business - Paid-in Min. Capital (% of income per capita),Dealing with Construction Permits - Rank,Dealing with Construction Permits - Procedures (number),Dealing with Construction Permits - Time (days),Dealing with Construction Permits - Cost (% of income per capita),Getting Electricity - Rank,Getting Electricity - Procedures (number),Getting Electricity - Time (days),Getting Electricity - Cost (% of income per capita),Registering Property - Rank,Registering Property - Procedures (number),Registering Property - Time (days),Registering Property - Cost (% of property value),Getting Credit - Rank,Getting Credit - Strength of legal rights index (0-10),Getting Credit - Depth of credit information index (0-6),Getting Credit - Public registry coverage (% of adults),Getting Credit - Private bureau coverage (% of adults),Protecting Investors - Rank,Protecting Investors - Extent of disclosure index (0-10),Protecting Investors - Extent of director liability index (0-10),Protecting Investors - Ease of shareholder suits index (0-10),Protecting Investors - Strength of investor protection index (0-10),Paying Taxes - Rank,Paying Taxes - Payments (number per year),Paying Taxes - Time (hours per year),Paying Taxes - Profit tax (%),Paying Taxes - Labor tax and contributions (%),Paying Taxes - Other taxes (%),Paying Taxes - Total tax rate (% profit),Trading Across Borders - Rank,Trading Across Borders - Documents to export (number),Trading Across Borders - Time to export (days),Trading Across Borders - Cost to export (US$ per container),Trading Across Borders - Documents to import (number),Trading Across Borders - Time to import (days),Trading Across Borders - Cost to import (US$ per container),Enforcing Contracts - Rank,Enforcing Contracts - Time (days),Enforcing Contracts - Cost (% of claim),Enforcing Contracts - Procedures (number),Resolving Insolvency - Rank,Resolving Insolvency - Time (years),Resolving Insolvency - Cost (% of estate),Resolving Insolvency - Recovery rate (cents on the dollar)
Tanzania,DB2007,..,..,13,30,91.6,0,..,18,276,100.4,..,..,..,..,..,9,77,4.4,..,8,0,0,0,..,3,4,8,5,..,47,172,..,..,..,43.8,..,6,24,"1,212",7,30,"1,425",..,462,14.3,38,..,3,22,21.9
Tanzania,DB2008,..,..,12,29,47.1,0,..,18,276,83.3,..,..,..,..,..,9,73,4.4,..,8,0,0,0,..,3,4,8,5,..,48,172,..,..,..,44.3,..,6,24,"1,212",7,30,"1,425",..,462,14.3,38,..,3,22,20.5
Tanzania,DB2009,..,..,12,29,41.5,0,..,18,276,73.5,..,..,..,..,..,9,73,4.4,..,8,0,0,0,..,3,4,8,5,..,48,172,..,..,..,45.1,..,6,24,"1,262",7,31,"1,475",..,462,14.3,38,..,3,22,21.3
Tanzania,DB2010,..,..,12,29,36.8,0,..,19,303,"1,494.60",..,4,382,"1,327.60",..,9,73,4.4,..,8,0,0,0,..,3,4,8,5,..,48,172,..,..,..,45.2,..,6,24,"1,262",7,31,"1,475",..,462,14.3,38,..,3,22,21.3
Tanzania,DB2011,125,122,12,29,30.9,0,177,19,303,"1,255.50",80,4,109,"1,124.40",155,9,73,4.4,96,8,0,0,0,93,3,4,8,5,123,48,172,..,..,..,45.2,115,6,24,"1,262",7,31,"1,475",33,462,14.3,38,120,3,22,21.9
Tanzania,DB2012,127,123,12,29,28.8,0,176,19,303,"1,170.10",78,4,109,"1,040.50",158,9,73,4.4,98,8,0,0,0,97,3,4,8,5,129,48,172,20.1,18,7.3,45.5,92,6,18,"1,255",6,24,"1,430",36,462,14.3,38,122,3,22,22
Thailand,DB2004,..,..,8,33,10.5,0.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,479,14.3,36,..,2.7,36,42.8
Thailand,DB2005,..,..,8,33,10.1,0,..,..,..,..,..,..,..,..,..,2,2,6.3,..,5,4,0,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,479,14.3,36,..,2.7,36,43.4
Thailand,DB2006,..,..,8,33,9.2,0,..,8,157,9.5,..,..,..,..,..,2,2,6.3,..,5,4,0,18.4,..,10,2,6,6,..,35,264,..,..,..,37.7,..,9,24,848,12,22,"1,042",..,479,12.3,36,..,2.7,36,43.9
Thailand,DB2007,..,..,8,33,8.7,0,..,8,157,9,..,..,..,..,..,2,2,6.3,..,5,5,0,21.7,..,10,2,6,6,..,35,264,..,..,..,37.7,..,9,24,848,12,22,"1,042",..,479,12.3,36,..,2.7,36,42.5
Thailand,DB2008,..,..,8,33,8.4,0,..,8,157,8.6,..,..,..,..,..,2,2,6.3,..,5,5,0,27.9,..,10,2,6,6,..,35,264,..,..,..,37.7,..,7,17,615,9,14,786,..,479,12.3,36,..,2.7,36,41.8
Thailand,DB2009,..,..,8,33,7.4,0,..,8,157,7.6,..,..,..,..,..,2,2,1.1,..,5,5,0,31.8,..,10,7,6,7.7,..,23,264,..,..,..,37.8,..,5,14,625,5,13,795,..,479,12.3,36,..,2.7,36,42.4
Thailand,DB2010,..,..,7,32,8.8,0,..,8,157,9.7,..,4,35,109.9,..,2,2,1.1,..,5,5,0,32.9,..,10,7,6,7.7,..,23,264,..,..,..,37.2,..,5,14,625,5,13,795,..,479,12.3,36,..,2.7,36,42.4
Thailand,DB2011,16,97,7,32,6.9,0,14,8,157,7.7,8,4,35,86.3,18,2,2,4.3,64,5,5,0,35.7,12,10,7,6,7.7,94,23,264,..,..,..,37.4,19,5,14,625,5,13,795,24,479,12.3,36,47,2.7,36,43.5
Thailand,DB2012,17,78,5,29,6.2,0,14,8,157,9.5,9,4,35,77.6,28,2,2,6.3,67,5,5,0,41.7,13,10,7,6,7.7,100,23,264,28.8,5.7,3,37.5,17,5,14,625,5,13,750,24,479,12.3,36,51,2.7,36,43.3
Timor-Leste,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Timor-Leste,DB2005,..,..,10,92,154.8,"1,190.50",..,..,..,..,..,..,..,..,..,..,..,..,..,2,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,800",163.2,51,..,no practice,no practice,0
Timor-Leste,DB2006,..,..,10,157,125.4,909.1,..,19,238,100,..,..,..,..,..,no practice,no practice,no practice,..,2,0,0,0,..,3,4,5,4,..,15,640,..,..,..,28.3,..,6,25,990,7,26,995,..,"1,800",163.2,51,..,no practice,no practice,0
Timor-Leste,DB2007,..,..,10,157,83.3,666.7,..,19,238,73.3,..,..,..,..,..,no practice,no practice,no practice,..,2,0,0,0,..,3,4,5,4,..,15,640,..,..,..,28.3,..,6,25,990,7,26,995,..,"1,800",163.2,51,..,no practice,no practice,0
Timor-Leste,DB2008,..,..,9,147,11.9,595.2,..,19,238,65.5,..,..,..,..,..,no practice,no practice,no practice,..,2,0,0,0,..,3,4,5,4,..,15,640,..,..,..,28.3,..,6,25,990,7,26,995,..,"1,800",163.2,51,..,no practice,no practice,0
Timor-Leste,DB2009,..,..,10,147,6.6,331.1,..,19,238,36.4,..,..,..,..,..,no practice,no practice,no practice,..,2,0,0,0,..,3,4,5,4,..,15,640,..,..,..,28.3,..,6,25,"1,010",7,26,"1,015",..,"1,800",163.2,51,..,no practice,no practice,0
Timor-Leste,DB2010,..,..,10,147,21.3,"1,066.60",..,19,238,22.3,..,3,39,"1,623.40",..,no practice,no practice,no practice,..,2,0,0,0,..,3,4,5,4,..,6,276,..,..,..,0.2,..,6,25,"1,010",7,26,"1,015",..,"1,435",163.2,51,..,no practice,no practice,0
Timor-Leste,DB2011,169,152,10,147,5,247.5,112,19,238,27.2,39,3,39,"1,980.20",183,no practice,no practice,no practice,177,2,0,0,0,131,3,4,5,4,27,6,276,..,..,..,0.2,89,6,25,"1,010",7,26,"1,015",183,"1,285",163.2,51,183,no practice,no practice,0
Timor-Leste,DB2012,168,157,10,103,4.5,227.3,114,19,238,25,55,3,63,"1,818.20",183,no practice,no practice,no practice,159,2,3,1.8,0,133,3,4,5,4,31,6,276,0,0,0.2,0.2,89,6,25,"1,010",7,26,"1,015",183,"1,285",163.2,51,183,no practice,no practice,0
Togo,DB2004,..,..,13,65,237.4,504.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,588,47.5,41,..,3,15,15.7
Togo,DB2005,..,..,13,65,229.4,485.7,..,..,..,..,..,..,..,..,..,5,295,13.9,..,3,1,0.3,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,588,47.5,41,..,3,15,14.6
Togo,DB2006,..,..,13,65,218.3,459.9,..,12,309,920.1,..,..,..,..,..,5,295,13.9,..,3,1,3.5,0,..,6,1,4,3.7,..,53,270,..,..,..,52.8,..,8,34,463,11,43,841,..,588,47.5,41,..,3,15,15.7
Togo,DB2007,..,..,13,65,252.7,539.7,..,12,309,"1,079.70",..,..,..,..,..,5,295,13.9,..,3,1,3.6,0,..,6,1,4,3.7,..,53,270,..,..,..,52.8,..,6,24,872,8,29,"1,040",..,588,47.5,41,..,3,15,26.9
Togo,DB2008,..,..,13,62,245.7,546.4,..,12,309,"1,093.10",..,..,..,..,..,5,295,13.9,..,3,1,2.7,0,..,6,1,4,3.7,..,53,270,..,..,..,52.9,..,6,24,872,8,29,"1,040",..,588,47.5,41,..,3,15,26.3
Togo,DB2009,..,..,13,62,251.3,559.9,..,12,309,"1,120.10",..,..,..,..,..,5,295,13.4,..,3,1,2.6,0,..,6,1,4,3.7,..,53,270,..,..,..,52.9,..,6,24,940,8,29,"1,109",..,588,47.5,41,..,3,15,26.6
Togo,DB2010,..,..,7,84,205,514,..,12,309,"1,028.30",..,4,74,"6,492.10",..,5,295,13.1,..,3,1,2.7,0,..,6,1,4,3.7,..,53,270,..,..,..,52.7,..,6,24,940,8,29,"1,109",..,588,47.5,41,..,3,15,26.6
Togo,DB2011,158,169,7,84,178.1,486.9,143,12,309,998.4,88,4,74,"6,020.70",160,5,295,13,152,3,1,2.5,0,145,6,1,4,3.7,157,53,270,..,..,..,50.8,98,6,24,940,8,28,"1,109",151,588,47.5,41,89,3,15,30.6
Togo,DB2012,162,174,7,84,177.2,484.5,146,12,309,994,92,4,74,"6,023.20",162,5,295,13,126,6,1,2.5,0,147,6,1,4,3.7,161,53,270,9.3,26.5,13.7,49.5,98,6,24,940,8,28,"1,109",151,588,47.5,41,93,3,15,30.5
Tonga,DB2004,..,..,4,32,16.1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,510,30.5,37,..,2.7,22,25.7
Tonga,DB2005,..,..,4,32,13.6,0,..,..,..,..,..,..,..,..,..,4,108,10.3,..,7,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,510,30.5,37,..,2.7,22,26.5
Tonga,DB2006,..,..,4,32,11.7,0,..,12,74,183.1,..,..,..,..,..,4,108,10.3,..,7,0,0,0,..,3,3,8,4.7,..,14,164,..,..,..,27.5,..,7,19,545,6,25,620,..,510,30.5,37,..,2.7,22,25
Tonga,DB2007,..,..,4,32,10.3,0,..,12,74,161.5,..,..,..,..,..,4,108,10.2,..,7,0,0,0,..,3,3,8,4.7,..,17,164,..,..,..,25,..,7,19,545,6,25,620,..,510,30.5,37,..,2.7,22,25.6
Tonga,DB2008,..,..,4,32,10.8,0,..,12,81,169.9,..,..,..,..,..,4,108,10.2,..,7,0,0,0,..,3,3,8,4.7,..,20,164,..,..,..,27.5,..,7,19,545,6,25,620,..,350,30.5,37,..,2.7,22,25.3
Tonga,DB2009,..,..,4,25,9.6,0,..,9,69,358.5,..,..,..,..,..,4,108,10.2,..,7,0,0,0,..,3,3,8,4.7,..,20,164,..,..,..,27.5,..,7,19,650,6,25,725,..,350,30.5,37,..,2.7,22,25.2
Tonga,DB2010,..,..,4,25,8.2,0,..,9,69,306.5,..,5,50,135.7,..,4,108,10.2,..,7,0,0,0,..,3,3,8,4.7,..,20,164,..,..,..,27.5,..,7,19,650,6,24,725,..,350,30.5,37,..,2.7,22,25.2
Tonga,DB2011,62,30,4,25,7,0,35,9,69,260.1,32,5,50,115.1,124,4,108,10.2,116,7,0,0,0,108,3,3,8,4.7,30,20,164,..,..,..,25.5,68,7,19,650,6,24,725,55,350,30.5,37,110,2.7,22,25.3
Tonga,DB2012,58,33,4,16,10.3,0,32,9,69,251.5,29,5,42,111.3,141,4,108,15.2,78,9,0,0,0,111,3,3,8,4.7,29,20,164,24.3,0,1.4,25.7,77,7,20,775,6,24,775,53,350,30.5,37,108,2.7,22,25.6
Trinidad and Tobago,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Trinidad and Tobago,DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Trinidad and Tobago,DB2006,..,..,9,43,1.3,0,..,17,297,6.8,..,..,..,..,..,8,162,7,..,8,3,..,..,..,4,9,7,6.7,..,40,210,..,..,..,37,..,5,14,693,6,26,"1,100",..,"1,340",33.5,42,..,4,25,17.5
Trinidad and Tobago,DB2007,..,..,9,43,1.1,0,..,17,297,5.7,..,..,..,..,..,8,162,7,..,8,3,0,31.5,..,4,9,7,6.7,..,40,210,..,..,..,37.2,..,5,14,693,6,26,"1,100",..,"1,340",33.5,42,..,4,25,17.6
Trinidad and Tobago,DB2008,..,..,9,43,0.9,0,..,17,297,4.7,..,..,..,..,..,8,162,7,..,8,4,0,34.4,..,4,9,7,6.7,..,40,210,..,..,..,33.1,..,5,14,693,6,26,"1,100",..,"1,340",33.5,42,..,4,25,16
Trinidad and Tobago,DB2009,..,..,9,43,0.9,0,..,17,297,4.3,..,..,..,..,..,8,162,7,..,8,4,0,37.6,..,4,9,7,6.7,..,40,210,..,..,..,33.1,..,5,14,866,6,26,"1,100",..,"1,340",33.5,42,..,4,25,16
Trinidad and Tobago,DB2010,..,..,9,43,0.7,0,..,17,297,3.6,..,5,61,54.5,..,8,162,7,..,8,4,0,41.7,..,4,9,7,6.7,..,40,210,..,..,..,33.1,..,5,14,866,6,26,"1,100",..,"1,340",33.5,42,..,4,25,16
Trinidad and Tobago,DB2011,76,69,9,43,0.8,0,88,17,297,4,24,5,61,7.3,171,8,162,7,37,8,4,0,39.2,21,4,9,7,6.7,97,40,210,..,..,..,33.1,52,5,14,808,6,19,"1,250",169,"1,340",33.5,42,139,4,25,16.7
Trinidad and Tobago,DB2012,68,74,9,43,0.9,0,93,17,297,6,24,5,61,7.9,175,8,162,7,40,8,4,0,46,24,4,9,7,6.7,65,39,210,21.6,5.8,1.8,29.1,52,5,14,843,6,19,"1,260",169,"1,340",33.5,42,133,4,25,17.9
Tunisia,DB2004,..,..,10,11,11.9,343.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,565,21.8,39,..,1.3,7,51
Tunisia,DB2005,..,..,10,11,11.1,327.3,..,..,..,..,..,..,..,..,..,4,47,6.1,..,3,2,9.3,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,565,21.8,39,..,1.3,7,53.5
Tunisia,DB2006,..,..,10,11,10,29.8,..,17,90,430.6,..,..,..,..,..,4,47,6.1,..,3,2,8.2,0,..,0,4,6,3.3,..,22,268,..,..,..,61,..,4,16,760,7,29,600,..,565,21.8,39,..,1.3,7,51.5
Tunisia,DB2007,..,..,10,11,9.3,28.3,..,17,90,409.1,..,..,..,..,..,4,47,6.1,..,3,2,11.6,0,..,0,4,6,3.3,..,22,268,..,..,..,61,..,4,16,760,7,29,600,..,565,21.8,39,..,1.3,7,51.2
Tunisia,DB2008,..,..,10,11,8.3,25.3,..,17,90,365.5,..,..,..,..,..,4,39,6.1,..,3,3,13.7,0,..,0,4,6,3.3,..,22,268,..,..,..,61,..,4,15,530,7,22,810,..,565,21.8,39,..,1.3,7,51.5
Tunisia,DB2009,..,..,10,11,7.9,0,..,17,81,488.5,..,..,..,..,..,4,39,6.1,..,3,5,14.9,0,..,0,5,6,3.7,..,22,228,..,..,..,59.1,..,4,15,723,7,23,858,..,565,21.8,39,..,1.3,7,52.3
Tunisia,DB2010,..,..,10,11,5.7,0,..,17,81,479.1,..,4,65,"1,210.70",..,4,39,6.1,..,3,5,19.9,0,..,5,7,6,6,..,22,228,..,..,..,62.8,..,4,13,773,7,21,858,..,565,21.8,39,..,1.3,7,52.3
Tunisia,DB2011,40,46,10,11,5,0,85,17,88,309.7,46,4,65,"1,062.80",60,4,39,6.1,96,3,5,22.9,0,44,5,7,6,6,61,8,144,..,..,..,62.8,31,4,13,773,7,17,858,78,565,21.8,39,37,1.3,7,51.7
Tunisia,DB2012,46,56,10,11,4.2,0,86,17,88,260.6,45,4,65,894.1,65,4,39,6.1,98,3,5,27.3,0,46,5,7,6,6,64,8,144,15.2,25.2,22.5,62.9,32,4,13,773,7,17,858,76,565,21.8,39,38,1.3,7,52.2
Turkey,DB2004,..,..,13,38,36.8,31.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,420,27.3,37,..,3.3,15,11.3
Turkey,DB2005,..,..,6,6,26,25,..,..,..,..,..,..,..,..,..,6,6,3,..,4,5,3.2,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,420,27.3,37,..,3.3,15,1.9
Turkey,DB2006,..,..,6,6,27.4,20.9,..,24,189,431.5,..,..,..,..,..,6,6,3.1,..,4,5,4.9,27.6,..,8,4,4,5.3,..,15,254,..,..,..,53,..,8,20,713,13,25,935,..,420,27.3,37,..,3.3,15,11.3
Turkey,DB2007,..,..,6,6,26.5,18.7,..,24,189,385.8,..,..,..,..,..,6,6,3.1,..,4,5,6.7,..,..,8,4,4,5.3,..,15,254,..,..,..,53,..,8,20,713,13,25,935,..,420,27.3,37,..,3.3,15,18.5
Turkey,DB2008,..,..,6,6,20.7,16.2,..,24,189,357,..,..,..,..,..,6,6,3.1,..,4,5,10.3,27,..,8,4,4,5.3,..,15,223,..,..,..,45.1,..,7,14,865,8,15,"1,013",..,420,27.3,37,..,3.3,15,20.3
Turkey,DB2009,..,..,6,6,14.9,10.9,..,24,189,240.6,..,..,..,..,..,6,6,3,..,4,5,12.7,26.3,..,9,4,4,5.7,..,15,223,..,..,..,45.5,..,7,14,940,8,15,"1,063",..,420,27.3,36,..,3.3,15,20.2
Turkey,DB2010,..,..,6,6,14.2,9.5,..,24,189,211.2,..,5,70,688.9,..,6,6,3,..,4,5,15.9,42.9,..,9,4,4,5.7,..,15,223,..,..,..,44.5,..,7,14,990,8,15,"1,063",..,420,27.3,36,..,3.3,15,20.2
Turkey,DB2011,73,63,6,6,17.2,9.9,153,24,189,223.5,73,5,70,714.3,39,6,6,3,75,4,5,18.3,42.2,60,9,4,4,5.7,83,15,223,..,..,..,44.5,79,7,14,990,8,15,"1,063",51,420,27.9,36,122,3.3,15,21.1
Turkey,DB2012,71,61,6,6,11.2,8.7,155,24,189,197.7,72,5,70,624.4,44,6,6,3.3,78,4,5,23.8,60.5,65,9,4,4,5.7,79,15,223,17.9,18.8,4.4,41.1,80,7,14,990,8,15,"1,063",51,420,27.9,36,120,3.3,15,22.3
Uganda,DB2004,..,..,18,34,123.2,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,535,44.9,38,..,2.2,30,41.8
Uganda,DB2005,..,..,18,34,110.5,0,..,..,..,..,..,..,..,..,..,13,77,4.9,..,7,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,535,44.9,38,..,2.2,30,41
Uganda,DB2006,..,..,18,34,99.2,0,..,15,129,"1,878.50",..,..,..,..,..,13,77,4.7,..,7,0,0,0,..,2,5,5,4,..,33,237,..,..,..,35.8,..,12,42,"1,050",19,67,"2,945",..,535,44.9,38,..,2.2,30,39.8
Uganda,DB2007,..,..,18,28,96,0,..,15,129,"1,815.40",..,..,..,..,..,13,77,4.6,..,7,0,0,0,..,2,5,5,4,..,33,237,..,..,..,35.8,..,12,42,"1,050",19,67,"2,945",..,535,44.9,38,..,2.2,30,40.4
Uganda,DB2008,..,..,18,28,92,0,..,15,129,"1,735.70",..,..,..,..,..,13,77,4.6,..,7,0,0,0,..,2,5,5,4,..,33,237,..,..,..,37.4,..,7,39,"2,940",9,37,"2,990",..,535,44.9,38,..,2.2,30,41
Uganda,DB2009,..,..,18,25,100.7,0,..,15,129,"1,503.30",..,..,..,..,..,13,77,4.1,..,7,0,0,0,..,2,5,5,4,..,32,222,..,..,..,34.5,..,7,39,"3,090",9,37,"3,290",..,535,44.9,38,..,2.2,30,41.1
Uganda,DB2010,..,..,18,25,84.4,0,..,15,129,"1,248.00",..,5,151,"6,761.70",..,13,77,3.5,..,7,0,0,0,..,2,5,5,4,..,32,161,..,..,..,35.7,..,7,37,"3,190",9,34,"3,390",..,510,44.9,38,..,2.2,30,41.1
Uganda,DB2011,119,136,18,25,94.4,0,108,15,125,"1,064.00",128,5,91,"5,765.40",155,13,77,3.2,45,7,4,0,1.1,131,2,5,5,4,68,32,161,..,..,..,35.7,157,7,37,"2,780",9,34,"2,940",113,490,44.9,38,58,2.2,30,39.7
Uganda,DB2012,123,143,16,34,84.5,0,109,15,125,946.8,129,5,91,"5,130.10",127,13,48,2.9,48,7,4,0,3,133,2,5,5,4,93,32,213,23.3,11.3,1.1,35.7,158,7,37,"2,880",9,34,"3,015",116,490,44.9,38,63,2.2,30,40.2
Ukraine,DB2004,..,..,15,40,25.6,121.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,354,41.5,30,..,2.9,42,8.1
Ukraine,DB2005,..,..,15,34,17.6,113.9,..,..,..,..,..,..,..,..,..,10,93,6.4,..,5,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,354,41.5,30,..,2.9,42,8.3
Ukraine,DB2006,..,..,15,34,10.6,183,..,29,511,"1,006.60",..,..,..,..,..,10,93,5.6,..,9,0,0,0,..,1,3,7,3.7,..,147,"2,085",..,..,..,57.3,..,6,30,"1,375",8,36,"1,395",..,354,41.5,30,..,2.9,42,8.4
Ukraine,DB2007,..,..,10,33,9.2,198.8,..,29,511,829.9,..,..,..,..,..,10,93,4.7,..,9,0,0,0,..,1,3,7,3.7,..,147,"2,085",..,..,..,57,..,6,30,"1,375",8,36,"1,395",..,354,41.5,30,..,2.9,42,8.7
Ukraine,DB2008,..,..,10,27,7.8,203.1,..,29,511,676.2,..,..,..,..,..,10,93,4.9,..,9,0,0,0,..,1,3,7,3.7,..,147,"2,085",..,..,..,56.6,..,6,30,"1,375",8,36,"1,395",..,354,41.5,30,..,2.9,42,9.1
Ukraine,DB2009,..,..,10,27,5.5,174.2,..,30,544,"1,815.50",..,..,..,..,..,10,93,4.3,..,9,3,0,3,..,1,3,7,3.7,..,147,848,..,..,..,57.2,..,6,30,"1,560",8,33,"1,580",..,354,41.5,30,..,2.9,42,9.1
Ukraine,DB2010,..,..,10,27,5.8,153.5,..,30,528,"1,535.00",..,11,274,262.9,..,10,93,4,..,9,3,0,3,..,5,2,7,4.7,..,147,736,..,..,..,57.2,..,6,30,"1,560",8,33,"1,580",..,345,41.5,30,..,2.9,42,9.1
Ukraine,DB2011,149,118,10,27,6.1,2.2,182,21,375,"1,731.40",169,11,274,275.2,165,10,117,4.1,21,9,4,0,10.1,108,5,2,7,4.7,181,135,657,..,..,..,55.5,136,6,30,"1,560",8,33,"1,580",44,345,41.5,30,158,2.9,42,7.9
Ukraine,DB2012,152,112,9,24,4.4,1.8,180,21,375,"1,462.30",169,11,274,229.2,166,10,117,3.9,24,9,4,0,17,111,5,2,7,4.7,181,135,657,12.2,43.3,1.6,57.1,140,6,30,"1,865",8,33,"2,155",44,343,41.5,30,156,2.9,42,8.9
United Arab Emirates,DB2004,..,..,10,19,34.3,437.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,537,26.2,50,..,5.1,30,10.1
United Arab Emirates,DB2005,..,..,10,19,32.7,416.9,..,..,..,..,..,..,..,..,..,1,2,2.1,..,4,2,1.8,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,537,26.2,50,..,5.1,30,10.1
United Arab Emirates,DB2006,..,..,10,19,32.7,416.9,..,19,80,16,..,..,..,..,..,1,2,2,..,4,2,1.5,0,..,4,7,2,4.3,..,14,12,..,..,..,14.4,..,5,9,462,7,9,462,..,537,26.2,50,..,5.1,30,11.7
United Arab Emirates,DB2007,..,..,10,19,24.3,338.2,..,19,80,12.9,..,..,..,..,..,1,2,2,..,4,2,1.7,0,..,4,7,2,4.3,..,14,12,..,..,..,14.4,..,5,9,462,7,9,462,..,537,26.2,50,..,5.1,30,10.4
United Arab Emirates,DB2008,..,..,9,18,23.6,312.4,..,19,80,12,..,..,..,..,..,1,2,2,..,4,2,1.4,0,..,4,7,2,4.3,..,14,12,..,..,..,14.4,..,5,9,462,7,9,462,..,537,26.2,50,..,5.1,30,10.1
United Arab Emirates,DB2009,..,..,9,18,8.2,311.9,..,19,80,11.9,..,..,..,..,..,1,2,2,..,4,5,6.5,7.7,..,4,7,2,4.3,..,14,12,..,..,..,14.4,..,5,9,618,7,9,587,..,537,26.2,49,..,5.1,30,10.2
United Arab Emirates,DB2010,..,..,8,15,6.2,0,..,14,46,5.7,..,4,55,16.2,..,1,2,2,..,4,5,7.3,12.6,..,4,7,2,4.3,..,14,12,..,..,..,14.1,..,4,8,593,5,9,579,..,537,26.2,49,..,5.1,30,10.2
United Arab Emirates,DB2011,35,45,8,15,6.4,0,12,14,46,6.7,10,4,55,18.6,5,1,2,2,75,4,5,8.4,17.7,120,4,7,2,4.3,7,14,12,..,..,..,14.1,3,4,7,521,5,7,542,133,537,26.2,49,151,5.1,30,11.2
United Arab Emirates,DB2012,33,42,7,13,5.6,0,12,14,46,5.2,10,4,55,14.6,6,1,2,2,78,4,5,9,29.2,122,4,7,2,4.3,7,14,12,0,14.1,0,14.1,5,4,7,630,5,7,635,134,537,26.2,49,151,5.1,30,11
United Kingdom,DB2004,..,..,6,13,1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,404,21.9,30,..,1,6,85.6
United Kingdom,DB2005,..,..,6,13,0.9,0,..,..,..,..,..,..,..,..,..,6,42,4.9,..,10,6,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,404,21.9,30,..,1,6,85.8
United Kingdom,DB2006,..,..,6,13,0.7,0,..,17,150,55.3,..,..,..,..,..,6,42,4.8,..,10,6,0,76.2,..,10,7,7,8,..,8,105,..,..,..,35.8,..,4,9,940,4,8,"1,267",..,404,23.4,30,..,1,6,85.3
United Kingdom,DB2007,..,..,6,13,0.7,0,..,17,150,54.2,..,..,..,..,..,6,42,4.8,..,10,6,0,86.1,..,10,7,7,8,..,8,105,..,..,..,35.8,..,4,9,940,4,8,"1,267",..,404,23.4,30,..,1,6,85.2
